# GTOC4 list of asteroids' Keplerian orbital parameters in the J2000 heliocentric ecliptic frame
# Name         Epoch (MJD)    a (AU)                   e                        i (deg)                  LAN (deg)                arg. periap. (deg)       mean anomaly (deg)
'2007US65'     54800.000000   2.6441779850039202e+00   5.2063802759849420e-01   1.0207223579424936e+00   1.9250901796528834e+02   1.2359900211149812e+02   1.2105919389359605e+02
'2007VA3'      54800.000000   2.4493601892977499e+00   6.1019868721178683e-01   2.8919100918471270e+00   2.2215347706373859e+02   2.1650630177627002e+02   9.3014772384726811e+01
'2007VA188'    54800.000000   2.9732608706833101e+00   6.3161949006378959e-01   2.0247671484787482e+01   3.8556435371322252e+01   3.3309305865662316e+02   7.7507153840557208e+01
'2007VB138'    54800.000000   7.7250903973264895e-01   4.3096436282964123e-01   6.0221084810606449e+00   4.2226099615302239e+01   1.6144681675189941e+02   7.2009520612770174e+01
'2007VD3'      54800.000000   9.7221917031510796e-01   1.5016615298786562e-01   1.3120860927046106e+01   5.3850048555466977e+01   1.7976418773170792e+02   2.0685313616967616e+02
'2007VD8'      54800.000000   2.2976936143633400e+00   5.9414207393134610e-01   3.1557591047514664e+00   4.3579543797993296e+01   3.1860389725669472e+02   1.1936656148388187e+02
'2007VD184'    54800.000000   1.9424998021087401e+00   5.0390755498399165e-01   1.2321763618794646e+00   2.3953400307674713e+02   2.0427779955434005e+02   1.2777955168307979e+02
'2007VE138'    54800.000000   1.3575181047895799e+00   4.1824664932290123e-01   1.9340535033388793e+01   5.0339880647386764e+01   7.3522143233143666e+01   2.0602414939601823e+02
'2007VF191'    54800.000000   1.9124514779650399e+00   4.1067217904827780e-01   1.1008316595746216e+01   6.7217417554408897e+01   3.1859026663944383e+02   1.5337313250041700e+02
'2007VG'       54800.000000   1.9569304484867001e+00   6.6489287125567487e-01   5.1159787606650795e+01   3.3516520540499961e+01   2.6158231236927867e+02   1.6601692264809390e+02
'2007VG3'      54800.000000   3.2936980382867098e+00   6.9395365892688055e-01   1.0950472736706349e+01   2.1541015655567907e+02   1.7485597569899519e+02   6.6102325946576357e+01
'2007VH3'      54800.000000   1.9706900888826899e+00   4.3319999329939585e-01   2.9190958200830837e+00   1.2031928204413455e+02   3.4513315395412189e+02   1.1605725524933246e+02
'2007VH186'    54800.000000   1.5740550433292799e+00   1.9699307439701322e-01   1.9239847941890208e+01   5.1532583279652265e+01   1.5062711631465188e+01   1.7285876399207373e+02
'2007VJ184'    54800.000000   1.6860020018548800e+00   4.6123360466125535e-01   1.8172861755968835e+01   4.1558146401944086e+01   6.2222663133685600e+01   1.5053436628489510e+02
'2007VL3'      54800.000000   1.4522979940848200e+00   4.5182324252968986e-01   2.3312253629890614e+00   2.2536581109622429e+02   1.0137486558272998e+02   2.5085402091150843e+02
'2007VL184'    54800.000000   1.2944278028922400e+00   2.0732434802654007e-01   2.7654785038964807e+01   4.8272152984536007e+01   3.4808618910501457e+02   2.6491495879180633e+02
'2007VL243'    54800.000000   9.6528638284747004e-01   7.2862591265098930e-01   4.3337577235621175e+01   1.1479445958043503e+02   9.1219869892521956e+01   3.1054712271633014e+02
'2007VM84'     54800.000000   1.2981590652552000e+00   1.8976883915455783e-01   2.4629167317108166e+01   4.4650918697438051e+01   7.6242599609841450e+00   2.5463914818980123e+02
'2007VN243'    54800.000000   2.1504892874003998e+00   6.1251392282206663e-01   4.4495115532099918e+00   9.1033171788071286e+01   5.1933312028017916e+01   9.4405285395937184e+01
'2007VO84'     54800.000000   1.3083486736511800e+00   1.8591149801005682e-01   2.8307743966644214e+01   4.7611080255632743e+01   3.0246134235941815e+02   2.9501929780096839e+02
'2007VQ4'      54800.000000   2.6350665507286202e+00   5.1739443725756373e-01   2.6539247792979452e+01   5.9582466472596131e+01   9.9277177724102813e+01   6.2231729147503579e+01
'2007VS6'      54800.000000   1.2357110500072701e+00   4.4654899008867144e-01   7.9543167930888288e+00   2.2035563086718253e+02   8.3310008585669692e+01   3.2684647173496870e+02
'2007VV6'      54800.000000   1.4151194155468101e+00   2.7999506172586641e-01   3.8043505022222215e+00   2.3580674458339413e+02   1.4980204246605388e+02   2.3759786763124714e+02
'2007VW137'    54800.000000   2.2313287444254102e+00   7.3720801104650036e-01   5.9579370342454325e+00   3.0007942742557611e+02   2.4463336524867094e+02   7.4229430566073191e+01
'2007VX6'      54800.000000   2.2672683588356399e+00   6.1421667102153987e-01   4.1119051924806101e+01   2.3382417860711334e+02   1.1981967117028361e+02   1.2615662866757160e+02
'2007VZ30'     54800.000000   1.6046479532163100e+00   1.9481979724369974e-01   2.4546261766765674e+00   3.4474955798711352e+02   9.9121340294833047e+01   1.6116742349406223e+02
'2007WB'       54800.000000   1.6695545993142400e+00   7.0962487730931223e-01   1.3757259706801593e+01   8.3158483999535434e+01   2.0364005470307515e+02   2.2033777076202981e+02
'2007WC5'      54800.000000   9.7322677345354203e-01   2.1043711706906693e-01   8.5371323064867024e+00   2.3682066518661301e+02   6.6243890891523989e+01   1.1691034482780280e+02
'2007WD5'      54800.000000   2.4644266687368099e+00   5.9756429421017199e-01   2.4231682157825634e+00   6.8401530640907424e+01   3.0979617214809343e+02   1.0436219110021274e+02
'2007WE55'     54800.000000   1.9109440725683600e+00   5.7281058076164770e-01   1.1518733984517139e+01   3.0404801552821982e+02   2.0567838680876096e+02   1.1303416458648097e+02
'2007WV3'      54800.000000   1.6678370412903400e+00   4.5250352426021301e-01   1.2658403209020440e+01   2.6147130263730168e+02   1.0762943090054897e+02   2.0054418496711463e+02
'2007WX4'      54800.000000   1.7752201970671699e+00   3.0198262722263375e-01   2.8172606954519519e+01   2.5447917331381990e+02   9.5146566218294296e+01   1.8555740562571128e+02
'2007XA10'     54800.000000   1.6093886980216801e+00   3.5547492719264157e-01   1.9914686992112333e+01   7.5537361541202714e+01   3.1489423529931463e+02   1.9500038024632511e+02
'2007XA23'     54800.000000   1.6058625896178300e+00   3.7649759704574715e-01   8.3277209847972191e+00   7.8986565507393649e+01   6.2495752949806004e+01   1.4292015362839317e+02
'2007XD10'     54800.000000   2.1572711619004199e+00   6.6558727589557287e-01   1.8578209576908087e+01   2.7060241065294673e+02   7.9693823274345590e+01   1.3419071638495728e+02
'2007XF18'     54800.000000   1.4803879149295800e+00   4.8151051136079875e-01   5.9518212950180477e+01   7.6167579814110937e+01   2.6796447449414961e+02   2.3269797381625091e+02
'2007XH16'     54800.000000   1.1869897232058799e+00   2.3480962097187275e-01   2.7430744820430323e+01   9.1333503540670009e+01   5.8257169506798697e+01   2.2276249405182708e+02
'2007XJ16'     54800.000000   2.2564844791541399e+00   5.5653583613466695e-01   6.2978460181562594e+00   3.0956519621791244e+02   3.2092938760496899e+01   1.4777551126492224e+02
'2007XJ20'     54800.000000   1.6931881464409200e+00   5.9950867940729302e-01   1.0624361313853838e+01   5.6733608015300987e+01   1.5170834110652166e+02   9.6013723142015607e+01
'2007XO'       54800.000000   1.5635671157004500e+00   7.1927145361581724e-01   1.4694006735715149e+01   6.9768448393870443e+01   1.1320157368361556e+02   1.5680524182478547e+02
'2007YF'       54800.000000   9.5360343995441299e-01   1.1965991143067629e-01   1.6523854953732959e+00   2.7755143839245687e+02   3.4525257700355503e+01   1.2802147888691792e+02
'2007YH'       54800.000000   2.1534919408975099e+00   6.1808002911286730e-01   2.9457393699889870e+01   2.7357674802664275e+02   9.6907278755834525e+01   1.2728619274761462e+02
'2007YM'       54800.000000   2.5781689093978000e+00   6.1632854003947501e-01   9.8458285852895799e-01   5.9424244836553619e+01   1.1511591818982184e+01   8.5720356455803696e+01
'2007YN1'      54800.000000   2.6907716848015899e+00   7.1844969660527291e-01   3.9065318098962183e+00   8.4773212098032417e+01   2.9445973960680078e+02   8.7051073562401072e+01
'2007YO56'     54800.000000   1.2805212285457901e+00   3.5720238143360572e-01   1.5610169277172695e+01   2.8773562729219765e+02   3.3330360869099201e+02   1.0107292196208071e+02
'2007YQ56'     54800.000000   1.1406414688879001e+00   2.8792073611695251e-01   2.6457307700529697e+01   2.7607463861839017e+02   2.7301929119917037e+02   2.0154034442284794e+02
'2007YR56'     54800.000000   2.0123799604759798e+00   5.1576917864337035e-01   1.0328246989080149e+01   9.7603865234027339e+01   3.3612465526463387e+02   1.2244385104076098e+02
'2007YT56'     54800.000000   1.2945926726710100e+00   2.8766212748677988e-01   5.9989991509129865e+00   3.0256583849929115e+02   8.1662739456099644e+01   2.7084557683050235e+02
'2008AD'       54800.000000   1.7060234637380900e+00   6.7907310069146831e-01   6.9201081782392970e+00   2.2407511295509133e+02   3.3805035328744304e+02   1.1960780549644102e+02
'2008AE4'      54800.000000   2.3264709094200202e+00   5.6183161430761563e-01   5.5399203438050453e+00   1.0187673825099115e+02   2.8334739222767961e+01   8.4867216931735584e+01
'2008AF4'      54800.000000   1.3825407060763799e+00   4.1069416808719794e-01   8.9197276940235213e+00   1.0942929018882066e+02   2.9332783652647612e+02   2.2777294144765347e+02
'2008AG1'      54800.000000   1.7874128571147501e+00   5.6050044497247598e-01   4.2418054213177081e+00   1.9640351318211287e+02   2.0450639118007825e+02   1.5649662926561618e+02
'2008AJ33'     54800.000000   3.2851286704090201e+00   6.5549959552656711e-01   1.1098711339910167e+01   9.8420903354293017e+01   3.0874903312739093e+02   6.1710814870978858e+01
'2008AM33'     54800.000000   1.8625898013044599e+00   4.1152238099998639e-01   1.5150231042766062e+00   3.0799394945284575e+02   2.2227471883485291e+02   1.0553008334971727e+02
'2008AP33'     54800.000000   1.3382062721352901e+00   4.8127303437900437e-01   8.2466218388478918e+00   1.2256078346144513e+02   2.5738865166545037e+02   2.4375307135565171e+02
'2008AS28'     54800.000000   2.4281628928796501e+00   7.3173395118965434e-01   1.9900796994864614e+01   8.6511173823772296e+01   2.4812134748177201e+02   1.0675810364593353e+02
'2008BC'       54800.000000   2.4192584160736601e+00   6.0011666858712809e-01   1.4281446760317756e+01   2.9195678462964486e+02   1.5769290273223339e+02   8.8939211119443925e+01
'2008BC15'     54800.000000   2.1671386318695101e+00   7.0967042137500191e-01   3.3869744645372579e+00   3.0980938372145806e+02   2.6375157529434853e+02   7.9982867632738603e+01
'2008BO16'     54800.000000   2.4340542249185901e+00   8.0814317193220875e-01   8.6096301146101037e+00   1.3400498556810422e+02   2.5427341256559703e+02   9.2249905506161838e+01
'2008CA5'      54800.000000   1.8615677122771599e+00   5.9316768446039558e-01   2.4991564243665589e+01   3.3167944915470059e+02   2.7287718960187522e+02   8.7762330081077209e+01
'2008CA6'      54800.000000   1.7096325072802301e+00   4.6869121102400746e-01   5.9171583136490957e+00   3.0999672286655425e+02   2.7128420306449897e+02   9.0531512489485422e+01
'2008CC6'      54800.000000   1.2624488570568699e+00   7.7412731887997177e-01   9.1417451283627695e+00   1.4693128579079681e+02   1.3642963965254401e+02   1.6143874467127290e+02
'2008CC175'    54800.000000   9.5438328320038801e-01   4.9997848873454304e-01   1.0126222793772399e+01   1.2563376531481580e+02   1.6646794613844324e+02   2.1873211846672635e+02
'2008CD22'     54800.000000   1.5761420981410801e+00   3.2231015930772722e-01   1.0176509349306681e+01   1.4855522794726116e+02   8.9526208537953309e+00   1.3743560024872716e+02
'2008CE119'    54800.000000   1.2121804653837500e+00   1.7825693250507896e-01   7.7713832771879945e+00   1.4750419300433950e+02   4.9597635086042409e+01   1.7708057230568079e+02
'2008CJ22'     54800.000000   1.4431009204474301e+00   2.7865081372344142e-01   2.0472561362431211e+01   1.4003917234242959e+02   3.3216464968338857e+02   1.8300078618025856e+02
'2008CL20'     54800.000000   7.6644296189930905e-01   3.1953016916206767e-01   1.5942258133583604e+01   3.2134097609433604e+02   3.4964967036146464e+02   2.6988853085549397e+02
'2008CL70'     54800.000000   2.1802390657121600e+00   6.7154897342053255e-01   2.1363920778130080e+01   1.4424739430028163e+02   2.7470440041030679e+02   1.0682161282879609e+02
'2008CM116'    54800.000000   1.6304299418089101e+00   6.6331845793606092e-01   1.8713290711192116e+01   1.7240811308569387e-01   3.5569488106393391e+02   2.6075257681779334e+02
'2008CN116'    54800.000000   1.2195587454412400e+00   3.6113161105005731e-01   2.3879440585784102e+00   1.3571490603863239e+02   8.7728179587331340e+01   1.7055184301310979e+02
'2008CP'       54800.000000   1.1205575898336899e+00   7.7795839103896341e-02   1.3596409897676917e+01   1.4007065293508808e+02   1.7085391457063672e+01   2.2988234126781933e+02
'2008CP23'     54800.000000   2.2071428227012699e+00   4.5507381273291847e-01   3.7747477007678270e+00   1.3699925221311730e+02   8.2602562999338431e+01   5.9703156615695043e+01
'2008CY118'    54800.000000   1.3039973541339700e+00   3.7337506225866807e-01   2.1633788492237429e+01   3.2127673568554997e+02   9.4138681185116909e+01   2.3958764583147936e+02
'2008DJ'       54800.000000   1.9824059472686399e+00   6.0370498969977804e-01   5.0512217168747480e+00   3.1930664557288424e+02   1.1778935753777778e+02   1.1754436076204880e+02
'2008DL4'      54800.000000   9.2935452425866605e-01   1.2275579066451113e-01   3.2058137205866570e+00   3.4133994491653743e+02   4.2204568478748733e+01   6.8628453919868278e+01
'2008DV22'     54800.000000   2.7130752229039401e+00   6.3663397892465357e-01   1.1076956047186128e+01   1.5312270335399825e+02   5.6196117853667907e+01   5.0987299709579474e+01
'2008DW'       54800.000000   1.9889955893828000e+00   3.6064154136023269e-01   6.7359487016015480e+00   1.6143741329702493e+02   1.0081720203892196e+01   9.2682414077909201e+01
'2008DW22'     54800.000000   1.7505299481509800e+00   3.8210588412042740e-01   8.3555690196468335e-01   1.0575375950083931e+02   7.5097241427650474e+01   1.0817462961348502e+02
'2008EA32'     54800.000000   6.1591520992457804e-01   3.0495660702686583e-01   2.8269374991067643e+01   1.0099312426685327e+02   1.8182331983030662e+02   5.1066634675167791e+01
'2008EC69'     54800.000000   2.7521123969255599e+00   6.1926714963030927e-01   2.4806318041110345e+01   9.3335165395781218e+01   1.7819142034836207e+02   3.8056781406750595e+01
'2008EC85'     54800.000000   3.1573409415159199e+00   7.3627293109080016e-01   5.5703143469765372e+01   1.6904015814311930e+02   2.7203864397396086e+02   5.9121023763060741e+01
'2008EE9'      54800.000000   1.3249958281303100e+00   5.2776953613170319e-01   9.9709495013154843e+00   1.8060065048177256e+02   2.4958826537824942e+02   2.1093073168833772e+02
'2008EF9'      54800.000000   2.1464800486728799e+00   6.0021753438615977e-01   6.6362229650625890e+00   1.5292837110926263e+02   7.6607987620860840e+01   6.8373167871400739e+01
'2008EF32'     54800.000000   1.6232141668372400e+00   5.2021890834049167e-01   1.7265503217620710e+00   3.4914548648414348e+02   1.1233558489319852e+02   1.4812461962307043e+02
'2008EL85'     54800.000000   1.9203731040594501e+00   5.6248810953018535e-01   2.2965354792656867e+00   1.6154040606518637e+02   3.1063540144075910e+02   1.1305478920635892e+02
'2008EM6'      54800.000000   1.8443041463105201e+00   4.9156311402573843e-01   9.1556108413752550e+00   1.6517316959967548e+02   5.4808218380619344e+01   8.8021838535253067e+01
'2008EM9'      54800.000000   1.9596785539229700e+00   8.5140479956305670e-01   9.3922735545935705e+00   2.2973667401738382e+02   1.8169084599025749e+02   1.1742178264412389e+02
'2008EN82'     54800.000000   2.5036157899467999e+00   5.5241207582819840e-01   1.1980405974955376e+01   2.0703048456967733e+02   1.9461298985850291e+02   1.3219726639720247e+02
'2008EO6'      54800.000000   1.9034186029368600e+00   4.0086297223996509e-01   1.9069339047413028e+01   1.7312709569608882e+02   3.0682501739302796e+02   1.2542821265146873e+02
'2008EP6'      54800.000000   1.2095020596118600e+00   2.9291673409757735e-01   1.7731241830639274e+01   3.0333949872941315e+02   1.3026986198383591e+02   2.5313527265397423e+02
'2008EQ'       54800.000000   1.7537226000827799e+00   4.5823666823153553e-01   2.7231134370276351e+00   1.6871775706898705e+02   3.5529105291919933e+01   1.0149333844652307e+02
'2008EV5'      54800.000000   9.6044472370873701e-01   8.3806458399318134e-02   7.4267806421524893e+00   9.3601015257240277e+01   2.3675458406460697e+02   8.9462907925105540e+01
